	220638	친
	1902	궂
	4866	툰
	5431	솜
	9851	싫
	118602	윤
	203354	너
	72623	슬
	9753	픔
	335089	변
	99644	몸
	318189	토
	13854	셜
	754902	결
	124629	냈
	67640	떤
	681390	때
	54454	척
	5320	캡
	154935	효
	162038	율
	88109	낸
	140175	밀
	455972	집
	183529	네
	163690	즈
	342298	앞
	1047754	4
	31273	넓
	398113	검
	153457	큰
	91049	혀
	340540	졌
	348484	술
	63870	닥
	167998	색
	247521	취
	107940	먼
	180617	찾
	114496	뿐
	16429	뚜
	11076	렷
	333204	못
	76627	폰
	84093	V
	192585	걸
	81080	덕
	145780	봉
	55964	흔
	872934	월
	582771	날
	33400	섬
	38579	렀
	72009	죄
	340780	알
	247842	겠
	166651	롯
	98541	압
	37285	픈
	77433	맡
	247201	높
	35792	뇌
	1710	켐
	27411	텍
	681914	력
	79323	탁
	50385	렵
	542666	처
	1077870	단
	28574	켓
	54535	홀
	248960	늘
	16535	숲
	252273	맞
	222454	족
	81668	둘
	106503	N
	121080	혼
	141439	잘
	29307	잃
	80515	넷
	79556	뉴
	140042	얼
	49212	컴
	32429	믿
	34487	뢰
	10710	멋
	219453	머
	503276	준
	24663	콩
	15909	멈
	58247	춘
	28580	밥
	8194	댓
	32138	읽
	44013	봤
	222458	티
	100182	굴
	308352	께
	8371	볍
	14703	놈
	99058	풀
	94539	웃
	10091	Y
	279784	S
	27009	X
	198285	객
	144540	착
	16261	틈
	381378	람
	11859	냄
	103054	풍
	55354	롭
	228232	충
	82112	헌
	121983	귀
	34756	펜
	127312	션
	43881	꽃
	21981	벼
	217525	워
	82716	끼
	205134	럼
	44515	꿈
	339815	향
	96233	쳤
	245942	K
	56569	쉬
	52448	앉
	108681	D
	179796	허
	27812	됩
	327862	카
	160877	베
	76360	텔
	259867	될
	761	읊
	189392	익
	96517	떨
	223676	곳
	373861	였
	2537	뎌
	45275	얘
	20527	흑
	339218	축
	115597	M
	30262	릿
	16805	윈
	51395	R
	42772	탑
	432205	련
	22646	멘
	62288	링
	14185	겹
	343298	규
	8108	꿀
	186162	센
	37515	옮
	48433	쿠
	43397	엘
	4609	몹
	58434	옥
	208668	백
	6485	끓
	319376	디
	399177	담
	80428	님
	258076	필
	134056	첫
	102374	클
	188649	플
	60440	칠
	287762	삼
	16570	췄
	179415	폭
	275031	손
	24894	꼭
	17	쥠
	32054	쇄
	176018	락
	58659	캠
	125105	케
	67571	냐
	61003	잔
	103589	먹
	6369	윗
	273878	언
	158904	쟁
	45805	U
	68336	빈
	34301	왜
	21691	끔
	39302	찍
	29617	슴
	37699	죠
	125500	?
	147335	논
	12852	봅
	136687	빠
	16134	줘
	64911	십
	95316	퇴
	101765	폐
	12192	랄
	55593	밤
	4591	킷
	271669	돌
	68730	갑
	750	쇳
	9327	긋
	685	뻥
	14781	멍
	11171	뚫
	124830	힘
	15392	Q
	2703	뿔
	62729	싸
	15654	엉
	8001	뚱
	47448	탕
	105975	욱
	29424	옷
	136232	랜
	5167	휠
	53582	델
	52492	팬
	83017	널
	29239	즘
	51159	낙
	31029	겸
	15397	룡
	78381	팅
	17078	톱
	26364	챙
	5960	옳
	19027	!
	77184	m
	6919	꽂
	44500	첨
	85546	률
	77772	암
	54847	곤
	76601	싶
	128139	징
	37804	늦
	25107	셨
	18270	덩
	85098	켜
	19142	쥐
	5769	켄
	63307	슈
	67961	캐
	43070	릭
	2123	튬
	15521	렁
	24442	뿌
	146088	훈
	20240	섯
	15932	닷
	69630	죽
	45751	졸
	79133	뛰
	10544	킥
	26142	챔
	61896	픽
	25565	빙
	52622	턴
	63337	휘
	97635	념
	17874	밭
	111647	큼
	92923	핵
	78736	틀
	50168	흘
	13999	껏
	94353	룹
	56037	슨
	30047	묘
	11513	덤
	9336	쿄
	18669	팽
	17087	꾼
	1737	뻘
	2681	덱
	172523	액
	33183	칼
	32257	퓨
	27728	폴
	13464	묶
	16300	똑
	24824	깔
	48983	곧
	18591	뀌
	73352	팔
	104040	끌
	139168	탄
	25743	묻
	36246	짝
	8349	닦
	33045	e
	13552	엠
	18335	갤
	29463	럭
	38308	J
	174252	I
	15626	롤
	21871	탓
	66442	뜨
	22136	듬
	12134	쏘
	34950	잇
	67038	콘
	37280	셈
	139011	렇
	18909	횡
	22144	젠
	50935	촌
	7407	뱃
	36875	꺼
	41121	깊
	15638	틸
	3773	찼
	158204	째
	43031	싱
	171726	넘
	29390	왼
	10923	벅
	39761	값
	94789	염
	19531	뒀
	20141	젝
	32763	젊
	16976	곽
	8563	뭇
	87863	혹
	60948	몇
	7045	깐
	60869	둔
	13137	팩
	15671	꼼
	74778	욕
	28362	묵
	20959	렬
	76318	랐
	10014	낚
	65608	즐
	78568	섰
	8013	븐
	50072	땅
	113402	갔
	65200	씩
	73166	얻
	29404	끈
	25370	뷔
	6001	텀
	46494	맛
	32405	멀
	102469	떠
	20387	삭
	27289	렴
	31482	딸
	44770	떻
	32968	끊
	21661	봄
	21655	빅
	24423	쾌
	29897	웅
	13241	쏠
	9024	첼
	17730	짧
	22964	싼
	13080	훌
	7543	륭
	27866	뒷
	5940	뜯
	4331	옐
	15742	띄
	54860	흐
	28112	밑
	33934	촬
	10553	붉
	3685	띤
	17734	쌍
	198778	돼
	12232	밸
	76570	략
	26081	o
	24064	랫
	28308	폼
	27038	둥
	12710	릎
	113711	쓰
	162453	G
	78070	숨
	15138	떼
	93725	숙
	23158	핀
	94277	O
	10408	둑
	1445	깬
	5784	팝
	42215	짐
	51386	펀
	13055	낄
	1843	켠
	28204	컬
	23553	뷰
	41695	칭
	4724	퀘
	3752	낱
	19551	훨
	22253	씬
	11056	팎
	14166	쁜
	41730	줬
	10334	샘
	28619	냥
	2273	깁
	19086	샤
	43866	솔
	13409	몫
	6137	댐
	30336	덜
	43260	혈
	1218	캣
	10831	맑
	5726	꾀
	85011	템
	11514	숫
	6113	킴
	28362	옆
	6119	줌
	23630	럴
	14783	얀
	40834	맨
	50826	짜
	36891	벨
	25365	톤
	6599	횟
	6470	붓
	44247	춰
	5482	딴
	31992	펴
	6369	갱
	35044	듣
	10674	랬
	37449	콜
	10068	곱
	34291	킬
	39826	빨
	2998	덥
	8096	탠
	22472	닉
	21519	륙
	35996	빼
	5793	웬
	33392	낼
	6872	펄
	13706	쩍
	12346	컸
	6493	릅
	14645	쫓
	6231	궤
	16659	룸
	46598	넥
	11029	칫
	7547	뻔
	28786	쌓
	29612	슷
	8684	롬
	16180	씀
	32702	뽑
	14658	덴
	53383	힌
	6511	톨
	33522	W
	26858	a
	14428	l
	39616	k
	18073	n
	58364	닝
	9616	흙
	63639	곡
	5843	깎
	65531	컵
	46202	겁
	43918	맥
	54591	엇
	21204	녁
	31380	읍
	27031	맺
	7235	뭉
	13764	밍
	2737	z
	61596	겼
	15959	칸
	15352	돋
	507	굼
	66206	깨
	41190	삶
	8242	엿
	5681	땐
	8681	뤘
	50676	헤
	7081	셉
	37298	킹
	6503	쑥
	11173	섞
	1073	팻
	17149	눠
	3569	뱀
	20024	옛
	5625	챌
	5061	뻐
	14872	썼
	23673	렉
	21372	쓴
	7004	뉘
	18400	톡
	12699	큐
	4532	늬
	21387	돕
	18146	겐
	21170	헬
	27001	뮤
	744	핥
	30325	셀
	1336	쿤
	4048	꽉
	4893	핫
	3275	윽
	36876	렌
	15988	눔
	4401	펌
	55859	웨
	41073	텐
	20723	몬
	4455	퀄
	7152	짙
	21590	랙
	5216	삐
	14905	딱
	7168	뭄
	5494	닮
	10313	튀
	375	쟈
	16104	닫
	13977	랍
	69284	놀
	41306	좀
	7585	녔
	1365	찡
	13060	숭
	12965	떡
	16783	낭
	6451	펠
	17469	빗
	24395	힐
	25080	튼
	11981	훔
	22808	긍
	16448	좁
	10170	뜬
	11324	쿼
	13931	됨
	3840	삿
	3062	렘
	4578	늄
	24523	빚
	11835	퀴
	20897	걷
	13208	젖
	6268	촛
	3930	얇
	1561	귓
	1563	팁
	1405	춥
	9896	잎
	9805	꼴
	46973	털
	1284	컫
	4628	볕
	11262	깝
	22148	꼬
	21688	몽
	2235	괌
	18986	굳
	2093	륵
	30789	냉
	32138	므
	22295	쌀
	35084	셔
	11639	햇
	71884	닌
	4483	풋
	8254	찔
	9485	핸
	7028	괜
	10570	찮
	8437	숍
	37995	춤
	8626	멜
	16339	틴
	3091	맙
	789	젼
	10062	꼈
	23352	잉
	5066	펙
	38091	녹
	14050	꺾
	1157	큽
	14308	릇
	3297	펫
	1812	맣
	4040	듈
	15939	덧
	3225	뮬
	6248	굵
	6489	댁
	788	컹
	64027	컨
	6480	뜰
	13227	훼
	9090	딪
	5176	흠
	509	갉
	2738	걀
	3124	씹
	24618	닐
	6614	켈
	6246	궐
	31045	쓸
	4796	늙
	4387	찢
	16777	닭
	1635	딤
	13380	앗
	6556	캘
	20993	듭
	11831	깜
	12286	룬
	12432	놨
	20657	릉
	5933	삽
	5811	젓
	1160	몄
	1616	씁
	7977	딘
	18511	롱
	4485	싣
	4408	갇
	17129	랭
	3073	툴
	30357	봐
	9089	b
	12703	p
	17716	s
	1157	챘
	5401	넌
	5612	낫
	3722	륨
	26021	i
	207	똬
	5096	쭉
	11455	옹
	1448	캉
	1456	쌌
	12925	봇
	13414	튜
	10138	흰
	1084	뺑
	7794	녕
	11689	뭐
	13643	덮
	15840	잊
	3545	뛸
	2050	콰
	3486	딛
	1407	딥
	21122	셋
	7848	칩
	2325	탤
	12095	헨
	15453	엑
	41247	t
	7446	닛
	1937	훤
	30367	찌
	5579	맵
	1935	맏
	7038	핏
	13146	땀
	13612	낳
	15629	틱
	3800	줍
	12804	젤
	6111	팡
	724	잽
	40955	딩
	1855	쏜
	24036	엽
	2367	숱
	8578	셰
	2483	늪
	23517	괄
	9698	쿨
	8886	캔
	13555	룩
	5051	댔
	38644	칙
	3014	콕
	335	듐
	151	헙
	6440	륜
	3332	럿
	8971	룰
	4774	껍
	523	밈
	7322	깥
	1162	샛
	4606	흩
	29783	탐
	7919	뇨
	6063	굉
	3349	엌
	9674	곁
	5936	맘
	13316	뼈
	665	갭
	12097	끗
	2283	둡
	7728	둠
	6478	둬
	3983	샵
	1335	냇
	421	쐬
	7623	뜩
	15665	옵
	8673	쁨
	4775	쉴
	1042	뵈
	4591	쪼
	5743	붐
	6717	뀐
	23659	밟
	272	홱
	6714	닙
	2984	툭
	360	퀼
	3401	밋
	7630	푼
	8168	헛
	9728	윙
	4895	탔
	8448	앓
	9577	닿
	12998	턱
	3487	슐
	3952	띈
	6510	섹
	4608	쉐
	339	홑
	771	엥
	30	룀
	1360	빤
	6124	갯
	1820	떳
	1213	j
	2958	벡
	2048	섣
	26025	앤
	1802	뾰
	5245	넨
	5261	얽
	8615	윌
	10149	듀
	2265	퀸
	11531	첩
	11144	잖
	18892	앱
	474	윅
	11296	뚝
	3766	앵
	1680	텁
	4920	잭
	8108	랩
	2448	맷
	668	넙
	10105	쩌
	12796	쁘
	4525	뿜
	6868	웰
	3385	챈
	818	퓰
	2948	웍
	4476	썰
	10060	앨
	3250	쥔
	16237	밴
	19588	껴
	6672	툼
	330	놋
	1407	깍
	6517	퉁
	873	펭
	1374	귄
	3164	옴
	7518	렛
	6085	돔
	3904	껑
	3459	젯
	8891	탱
	2748	떴
	2942	짱
	10227	낀
	2768	벚
	7461	믹
	2958	샐
	7649	씻
	1133	톈
	2431	첸
	2537	랗
	2988	끽
	7130	뽐
	1602	껌
	1124	튕
	793	괭
	11330	눌
	8167	썩
	912	깼
	2805	뭘
	16616	쇠
	1788	쎄
	1655	믄
	3784	냅
	2544	뺀
	2744	랠
	19892	c
	5121	넬
	8062	짚
	8386	멕
	2190	넋
	474	멓
	4614	쉼
	3883	탰
	7486	쩔
	4050	샀
	468	혓
	1028	밌
	6256	갓
	832	왑
	10299	띠
	6789	컷
	851	틋
	6000	샷
	99	켕
	8771	빵
	957	잼
	1842	쿡
	1122	옇
	17488	r
	17175	g
	167	빻
	529	볏
	598	뗏
	6745	햄
	10506	댄
	1740	볐
	1885	썹
	966	왁
	1685	쩐
	11100	솟
	5595	뻗
	4031	똥
	396	튈
	2613	뽀
	8139	잦
	5360	콧
	901	앴
	8752	휩
	8700	곰
	3733	랴
	460	훅
	4222	잣
	993	멎
	314	냔
	6981	굿
	286	뎁
	460	햅
	485	갠
	6802	헐
	7052	u
	1327	좇
	2721	껄
	225	앎
	2093	윔
	4340	x
	7011	싹
	596	텄
	1025	갛
	5059	Z
	1929	헥
	1641	갸
	512	띕
	606	쾅
	605	뺄
	343	눗
	2113	칵
	27	찿
	827	텼
	2	쇘
	58	뒈
	1377	뎀
	1341	춧
	2703	깡
	1211	밧
	2204	맴
	2415	뺨
	3451	홉
	1433	짊
	3748	뜸
	1459	샬
	1900	콥
	1744	샅
	3620	톰
	1018	꺽
	12705	딜
	5675	꽁
	2068	벳
	8780	넉
	3183	짖
	1853	찻
	331	퉜
	2226	눅
	24	뷜
	2840	놔
	5168	뛴
	2378	쥬
	6133	눴
	1913	뤼
	6242	굽
	528	갗
	5234	꿨
	2711	핍
	1798	쯔
	272	콴
	2168	왈
	9253	낯
	1634	댕
	3090	꿇
	2362	슘
	3624	솥
	4458	꿰
	2836	팍
	3243	텃
	210	띵
	5933	쑤
	550	맬
	2820	렐
	2208	얄
	1177	쏙
	162	쩨
	327	띌
	747	맸
	633	겅
	1499	큘
	2466	뉜
	1548	빴
	1893	썸
	3	퍠
	30	푄
	1657	썬
	1894	팰
	1498	뒹
	1311	벵
	2294	긁
	23	겯
	4056	늠
	673	띔
	291	넜
	21	옘
	1751	궜
	295	곪
	342	씸
	1056	잿
	1566	뽕
	1855	탭
	968	찐
	813	낵
	9063	d
	6523	캄
	907	옅
	3169	굶
	3147	촘
	4121	푹
	5388	얹
	1624	쌈
	991	쬐
	923	멱
	2069	쭈
	678	믈
	1578	텝
	1292	퀀
	1074	뿍
	107	픕
	2040	녘
	3117	뱉
	295	셴
	665	녜
	1956	즙
	856	롄
	173	꼍
	462	숀
	2799	늑
	7708	뭔
	280	뮈
	458	뼘
	1317	꽝
	1024	깅
	935	쥘
	589	튠
	3252	헝
	483	겊
	988	웜
	3100	빔
	4846	y
	5273	엎
	2337	똘
	1064	슭
	2400	힙
	2371	쉰
	1713	텨
	12	짦
	2333	댈
	278	뙤
	820	껐
	2211	팠
	3882	탬
	3776	팜
	927	렙
	4329	펑
	2990	멧
	141	갬
	3461	튿
	593	뗐
	801	윷
	1606	췌
	108	쉑
	9852	h
	1739	컥
	3516	씌
	333	쌔
	3517	텅
	314	쌩
	1995	왓
	1657	싯
	2045	쩡
	2663	엣
	22	돎
	52	헸
	783	뻤
	2828	뺏
	221	쌤
	2878	뀔
	2368	앰
	1264	샹
	3724	돗
	810	닳
	5234	f
	1002	촨
	1815	쿵
	181	웡
	1683	짠
	1685	짤
	1636	룽
	1212	쫄
	1894	샴
	307	튄
	1052	잤
	5785	v
	2820	빡
	216	뺌
	725	밉
	3639	찜
	2020	얗
	1587	퉈
	1846	옌
	2959	룻
	1177	씽
	580	욘
	290	꽹
	168	홰
	180	쇤
	1186	겟
	3054	겔
	3165	w
	1370	츄
	994	괘
	71	꾐
	3744	폈
	1167	쓱
	541	횃
	832	헷
	363	숴
	646	힝
	97	좡
	165	츨
	2853	엮
	607	쐈
	253	텟
	1429	겄
	1053	퀵
	219	딨
	216	꼰
	450	뼉
	491	쭐
	915	쏴
	1498	솎
	1768	썽
	467	쨍
	209	텡
	280	툇
	732	킵
	4053	궈
	1033	뻣
	947	뭣
	936	뗄
	736	찧
	773	끙
	369	꿉
	57	퇘
	4700	쨌
	1203	얌
	2240	덟
	1565	넛
	2139	곶
	11	갼
	366	낍
	31	꿸
	1981	왠
	390	볜
	91	숩
	3945	뮌
	48	횐
	1427	꿋
	2066	딧
	567	폄
	334	휑
	1948	딕
	1409	짬
	1024	땄
	3088	벙
	1251	캇
	271	헴
	214	콱
	1672	뻑
	2164	눕
	22	쵤
	54	큠
	410	뇽
	743	휙
	346	첵
	1410	훗
	296	쁩
	64	톺
	4	쬬
	4	읩
	3000	츰
	1058	섀
	189	휼
	1639	셸
	24	츌
	430	칡
	213	쎈
	350	콸
	474	엾
	1569	퍽
	818	줏
	518	땠
	10	뵘
	223	뎃
	477	빕
	18	삘
	2536	넸
	259	챕
	74	죗
	327	뜀
	573	홋
	6	걜
	54	읎
	552	짰
	952	펩
	1888	빽
	1480	숯
	63	렜
	118	캤
	601	땜
	704	돛
	122	쯧
	196	뀝
	87	뽈
	133	헀
	147	욤
	558	셌
	1088	얏
	674	뗀
	3366	볶
	121	뙈
	78	묄
	553	뫼
	557	쟝
	815	잰
	172	죤
	128	갹
	963	젬
	1974	팸
	407	짢
	165	땋
	687	엊
	125	멥
	756	찹
	1888	팥
	1044	숏
	293	넹
	305	쫙
	1879	훑
	15	셥
	588	촐
	74	뱄
	244	댜
	927	쁠
	11	덞
	1366	늉
	512	샨
	332	냘
	2006	귤
	1065	뎠
	1	궞
	209	잴
	1277	퐁
	565	뷸
	1450	뼛
	574	깻
	33	뽓
	819	긱
	136	껀
	931	챗
	314	쳇
	363	걔
	765	겋
	49	붑
	37	줴
	532	q
	91	좍
	14	쿳
	11	웝
	1321	숟
	279	힉
	216	쵸
	461	땔
	92	짇
	423	쾰
	540	뭍
	589	넝
	1192	얕
	165	쭤
	730	뮐
	625	빳
	174	쾨
	1745	팟
	464	톳
	402	쫑
	1526	꾹
	257	쫒
	158	푯
	207	괸
	201	휜
	1206	멩
	956	랏
	534	섶
	235	쿰
	1099	땡
	611	셧
	30	돤
	389	꿎
	519	깰
	2	럈
	260	렝
	418	탯
	521	닻
	84	곬
	46	깄
	677	웁
	378	쌉
	165	샜
	514	튤
	951	헹
	573	꿩
	62	웩
	66	쳉
	40	촹
	21	걍
	877	켤
	384	삯
	234	믐
	730	핌
	842	훙
	106	귐
	451	쑨
	673	덫
	203	묀
	24	뼁
	606	짭
	266	뻬
	9	쬼
	13	븍
	213	쩜
	11	묫
	1	볅
	345	듦
	440	쪄
	861	뵙
	295	떵
	226	귈
	617	홧
	218	솝
	619	옻
	16	툿
	353	욜
	115	봬
	82	팼
	883	엷
	54	뎬
	122	욥
	271	펨
	88	뮨
	96	꿴
	191	넴
	30	흗
	40	믓
	865	뚤
	3	혤
	251	뇰
	467	핼
	428	뮴
	995	뎅
	478	꿍
	604	둣
	413	쫀
	1	킻
	4	챦
	142	뭡
	1081	꼿
	31	랸
	248	묽
	350	슝
	1	귬
	2	윶
	7	탶
	333	숄
	77	죈
	95	됫
	24	휄
	720	앳
	222	폿
	723	틔
	51	덖
	272	펍
	607	댑
	135	낏
	199	퓌
	68	탸
	98	햐
	21	뇐
	68	겆
	70	윰
	14	묾
	407	띨
	64	눙
	53	궃
	48	쬔
	13	쟨
	42	쨰
	24	졋
	139	뭏
	90	싰
	262	캥
	388	캅
	47	쳔
	440	윳
	67	쉔
	64	먀
	261	챠
	811	쉘
	399	셍
	464	굣
	163	떫
	411	윕
	120	틉
	130	쨋
	46	툽
	31	쏨
	339	곯
	70	쾡
	31	쟎
	220	곗
	34	졍
	81	슌
	10	읕
	337	찝
	211	꽥
	24	썅
	254	팹
	152	뱌
	124	갰
	78	삑
	104	숑
	448	탉
	413	쑹
	454	씰
	25	웻
	160	닢
	52	츈
	47	욧
	92	뉩
	4	뵲
	153	쩝
	111	흄
	31	쳬
	290	웸
	82	켑
	31	촤
	2	칢
	28	쨈
	107	겜
	9	벛
	214	뀜
	300	펐
	125	삵
	104	솽
	111	낟
	119	뷴
	233	엡
	21	쒀
	97	닒
	53	삔
	87	뜹
	109	얍
	22	폽
	54	벱
	103	쌘
	173	쎌
	236	쥴
	42	뒝
	114	쟤
	41	샙
	3	뼝
	77	껫
	264	넵
	5	읃
	98	캬
	19	쫌
	219	떄
	41	닯
	86	뤽
	289	쿱
	262	깽
	11	쨩
	59	쟀
	19	츳
	3	눞
	172	끕
	241	셩
	20	챨
	14	읠
	9	섥
	9	닸
	332	쏭
	3	녤
	174	옭
	457	슥
	59	찟
	10	붜
	19	셤
	29	펏
	128	쭙
	116	뭅
	33	쑬
	13	큭
	1	뿤
	102	쉈
	8	옯
	20	괵
	22	퇀
	86	삥
	84	묏
	418	헉
	38	벰
	2	줸
	7	먄
	31	퍅
	22	돠
	11	퓔
	32	젋
	14	룁
	363	낑
	102	췬
	138	뵌
	16	끅
	35	뿡
	30	톄
	8	륏
	78	죌
	10	좃
	35	듸
	24	훐
	120	샥
	6	봣
	30	쐰
	13	죵
	7	륩
	161	젭
	234	뵐
	142	겝
	25	걘
	53	꾜
	3	껠
	137	냑
	57	멨
	40	껭
	44	섦
	28	맟
	84	휀
	273	꽈
	1	쎂
	49	푀
	32	쑵
	41	돝
	47	쫘
	45	쐴
	129	깟
	21	녠
	35	랖
	168	놉
	17	쏩
	15	롼
	23	꿏
	1	윝
	141	땟
	31	뵀
	31	띱
	148	캑
	3	탖
	217	킁
	37	돱
	45	돲
	2	맜
	7	읗
	2	긘
	3	뇜
	36	듄
	11	띰
	71	꼐
	18	깸
	10	괼
	106	퀭
	6	늴
	119	퓸
	105	헵
	82	챤
	14	얜
	1	먾
	67	뢴
	91	퉤
	84	훠
	133	좆
	25	쉥
	14	뗍
	11	흝
	54	젱
	1	뉸
	30	돐
	92	쪘
	157	쭝
	42	솨
	20	풉
	2	찣
	13	뉨
	10	푈
	7	땍
	20	퍄
	3	갊
	4	룍
	1	끍
	12	훵
	30	앝
	21	쨀
	4	졉
	15	췻
	47	맀
	20	곈
	27	쟌
	70	몃
	12	닺
	21	귿
	26	휨
	25	녈
	54	붇
	9	큔
	1	쩒
	14	뗑
	26	뎐
	30	겻
	48	쟉
	14	홥
	1	읋
	18	켯
	19	웂
	23	쉿
	33	뀄
	33	츤
	1	뽃
	14	븨
	7	릐
	109	휭
	36	벋
	12	꽌
	120	쌕
	68	겡
	8	꼇
	2	앖
	2	켵
	66	뱁
	2	븥
	1	갂
	46	뜁
	79	긷
	116	읜
	12	졔
	41	짼
	1	봏
	24	뉼
	34	왐
	38	쉭
	1	쌏
	45	풂
	6	띡
	56	긔
	19	샾
	55	됏
	58	섧
	1	눳
	84	뽁
	10	잗
	1	븝
	14	폅
	1	밻
